truth_case,noise_pct,correct_selection_fraction_pool700,correct_selection_fraction_pool1000,median_margin_pool700,median_margin_pool1000,p05_margin_pool700,p05_margin_pool1000,p95_margin_pool700,p95_margin_pool1000,delta_correct_selection_fraction_1000_minus_700,delta_median_margin_1000_minus_700,delta_p05_margin_1000_minus_700,delta_p95_margin_1000_minus_700
LN-near-degenerate,1.0,0.767,0.767,0.002647060656124389,0.0026470606561352257,-0.0028354418251263463,-0.0028354418251263463,0.007275377972444444,0.007275377972444444,0.0,1.0836817554427114e-14,0.0,0.0
LN-near-degenerate,3.0,0.518,0.518,0.00019652084226834746,0.00019652084226834746,-0.010252207798759818,-0.010252207798759818,0.016212927505601923,0.016212927505601923,0.0,0.0,0.0,0.0
LN-near-degenerate,5.0,0.585,0.585,0.0010322917706551485,0.0010322917706551485,-0.007398616167562247,-0.007398616167562247,0.023527841598760885,0.023527841598760885,0.0,0.0,0.0,0.0
MPL-discriminated,1.0,1.0,1.0,0.11080546965809826,0.11080546965809826,0.10244868122709683,0.10244868122709683,0.11483594766797064,0.11483594766797064,0.0,0.0,0.0,0.0
MPL-discriminated,3.0,1.0,1.0,0.08541346098220053,0.08541346098220053,0.07331940597415262,0.07331940597415262,0.09327000113576983,0.09327000113576983,0.0,0.0,0.0,0.0
MPL-discriminated,5.0,1.0,1.0,0.07019512792959301,0.07019512792959301,0.05531328679011258,0.05531328679011258,0.07847013922737167,0.07847013922737167,0.0,0.0,0.0,0.0
